id,stimulus,order,block,valence,arousal,familiarity,session,picture
05,2102,25,2,5,5,NA,emot,Neutral
05,5726,26,2,5,5,NA,emot,Neutral
05,9183,27,2,5,7,NA,emot,Negative
05,2683,28,2,5,7,NA,emot,Negative
05,7165,29,2,5,5,NA,emot,Neutral
05,7175,30,2,5,5,NA,emot,Neutral
05,3022,31,2,5,7,NA,emot,Negative
05,9584,32,2,5,7,NA,emot,Negative
05,7185,33,2,5,1,NA,emot,Neutral
05,2374,34,2,7,3,NA,emot,Neutral
05,1850,35,2,5,5,NA,emot,Neutral
05,3063,36,2,1,9,NA,emot,Negative
05,2384,37,2,5,5,NA,emot,Neutral
05,9253,38,2,1,9,NA,emot,Negative
05,2487,39,2,5,5,NA,emot,Neutral
05,5390,40,2,5,5,NA,emot,Neutral
05,6520,41,2,5,7,NA,emot,Negative
05,1201,42,2,5,5,NA,emot,Negative
05,9490,43,2,5,7,NA,emot,Negative
05,2102,44,3,5,5,NA,emot,Neutral
05,3022,45,3,5,7,NA,emot,Negative
05,7165,46,3,5,5,NA,emot,Neutral
05,7185,47,3,5,1,NA,emot,Neutral
05,1850,48,3,5,5,NA,emot,Neutral
05,1201,49,3,5,5,NA,emot,Negative
05,5726,50,3,5,5,NA,emot,Neutral
05,2487,51,3,5,5,NA,emot,Neutral
05,2384,52,3,5,5,NA,emot,Neutral
05,9253,53,3,1,9,NA,emot,Negative
05,7175,54,3,5,5,NA,emot,Neutral
05,9490,55,3,1,9,NA,emot,Negative
05,2374,56,3,8,3,NA,emot,Neutral
05,3350,57,3,8,8,NA,emot,Negative
05,2683,58,3,5,7,NA,emot,Negative
05,6520,59,3,5,6,NA,emot,Negative
05,5390,60,3,5,5,NA,emot,Neutral
05,9584,61,3,5,6,NA,emot,Negative
05,3063,62,3,1,9,NA,emot,Negative
05,9183,63,3,5,7,NA,emot,Negative
05,5900,64,NA,5,5,NA,emot,Neutral
05,7595,65,NA,5,5,NA,emot,Neutral
05,8465,66,NA,5,5,NA,emot,Neutral
06,8465,1,NA,6,5,NA,emot,Neutral
06,5900,2,NA,6,2,NA,emot,Neutral
06,7595,3,NA,7,3,NA,emot,Neutral
06,2683,4,1,2,7,NA,emot,Negative
06,7165,5,1,5,3,NA,emot,Neutral
06,2374,6,1,7,4,NA,emot,Neutral
06,9183,7,1,1,8,NA,emot,Negative
06,1850,8,1,7,3,NA,emot,Neutral
06,3350,9,1,3,7,NA,emot,Negative
06,3063,10,1,1,9,NA,emot,Negative
06,2487,11,1,6,5,NA,emot,Neutral
06,3022,12,1,5,5,NA,emot,Negative
06,9490,13,1,1,9,NA,emot,Negative
06,1201,14,1,5,8,NA,emot,Negative
06,9253,15,1,1,9,NA,emot,Negative
06,6520,16,1,1,8,NA,emot,Negative
06,9584,17,1,5,7,NA,emot,Negative
06,2384,18,1,5,2,NA,emot,Neutral
06,7175,19,1,6,4,NA,emot,Neutral
06,5390,20,1,8,2,NA,emot,Neutral
06,7185,21,1,7,2,NA,emot,Neutral
06,2102,22,1,5,4,NA,emot,Neutral
06,5726,23,1,8,2,NA,emot,Neutral
06,3350,24,2,2,7,NA,emot,Negative
06,9183,25,2,1,9,NA,emot,Negative
06,7165,26,2,6,6,NA,emot,Neutral
06,2374,27,2,6,4,NA,emot,Neutral
06,7175,28,2,6,4,NA,emot,Neutral
06,1201,29,2,5,7,NA,emot,Negative
06,3022,30,2,5,7,NA,emot,Negative
06,5390,31,2,8,2,NA,emot,Neutral
06,2384,32,2,7,4,NA,emot,Neutral
06,9490,33,2,1,9,NA,emot,Negative
06,2487,34,2,6,5,NA,emot,Neutral
06,2683,35,2,1,8,NA,emot,Negative
06,9253,36,2,1,9,NA,emot,Negative
06,3063,37,2,1,9,NA,emot,Negative
06,9584,38,2,5,7,NA,emot,Negative
06,6520,39,2,2,9,NA,emot,Negative
06,5726,40,2,9,1,NA,emot,Neutral
06,7185,41,2,8,2,NA,emot,Neutral
06,1850,42,2,8,3,NA,emot,Neutral
06,2102,43,2,5,5,NA,emot,Neutral
06,9253,44,3,1,9,NA,emot,Negative
06,9490,45,3,1,9,NA,emot,Negative
06,3063,46,3,1,9,NA,emot,Negative
06,7165,47,3,4,5,NA,emot,Neutral
06,3350,48,3,3,8,NA,emot,Negative
06,9584,49,3,3,5,NA,emot,Negative
06,2374,50,3,5,4,NA,emot,Neutral
06,3022,51,3,5,7,NA,emot,Negative
06,2487,52,3,4,5,NA,emot,Neutral
06,1201,53,3,3,6,NA,emot,Negative
06,2102,54,3,5,5,NA,emot,Neutral
06,5390,55,3,7,3,NA,emot,Neutral
06,1850,56,3,8,2,NA,emot,Neutral
06,2683,57,3,2,8,NA,emot,Negative
06,6520,58,3,1,9,NA,emot,Negative
06,7175,59,3,4,5,NA,emot,Neutral
06,7185,60,3,7,3,NA,emot,Neutral
06,9183,61,3,9,9,NA,emot,Negative
06,2384,62,3,8,2,NA,emot,Neutral
06,5726,63,3,8,2,NA,emot,Neutral
06,8465,64,NA,7,3,NA,emot,Neutral
06,7595,65,NA,9,2,NA,emot,Neutral
06,5900,66,NA,8,2,NA,emot,Neutral
08,5900,1,NA,6,2,NA,emot,Neutral
08,7595,2,NA,5,5,NA,emot,Neutral
08,8465,3,NA,8,2,NA,emot,Neutral
08,7025,4,1,5,1,NA,emot,Neutral
08,2514,5,1,6,3,NA,emot,Neutral
08,7026,6,1,7,3,NA,emot,Neutral
08,5250,7,1,4,7,NA,emot,Neutral
08,3103,8,1,1,8,NA,emot,Negative
08,2511,9,1,5,4,NA,emot,Neutral
08,7530,10,1,6,3,NA,emot,Neutral
08,8312,11,1,5,5,NA,emot,Neutral
08,2981,12,1,1,9,NA,emot,Negative
08,9410,13,1,1,9,NA,emot,Negative
08,2377,14,1,5,5,NA,emot,Neutral
08,9187,15,1,2,8,NA,emot,Negative
08,1300,16,1,3,7,NA,emot,Negative
08,9040,17,1,1,9,NA,emot,Negative
08,9043,18,1,2,8,NA,emot,Negative
08,6561,19,1,4,7,NA,emot,Negative
08,3060,20,1,1,9,NA,emot,Negative
08,7205,21,1,5,3,NA,emot,Neutral
08,7000,22,1,7,3,NA,emot,Neutral
08,9405,23,1,1,9,NA,emot,Negative
08,5250,24,2,3,7,NA,emot,Neutral
08,3103,25,2,2,8,NA,emot,Negative
08,2511,26,2,6,4,NA,emot,Neutral
08,2981,27,2,1,9,NA,emot,Negative
08,6561,28,2,5,5,NA,emot,Negative
08,7000,29,2,4,6,NA,emot,Neutral
08,9187,30,2,3,7,NA,emot,Negative
08,9043,31,2,3,7,NA,emot,Negative
08,1300,32,2,2,8,NA,emot,Negative
08,7026,33,2,5,5,NA,emot,Neutral
08,3060,34,2,1,9,NA,emot,Negative
08,9040,35,2,2,9,NA,emot,Negative
08,9405,36,2,1,9,NA,emot,Negative
08,7025,37,2,5,5,NA,emot,Neutral
08,2377,38,2,5,5,NA,emot,Neutral
08,8312,39,2,4,4,NA,emot,Neutral
08,7205,40,2,5,5,NA,emot,Neutral
08,9410,41,2,1,9,NA,emot,Negative
08,7530,42,2,5,5,NA,emot,Neutral
08,2514,43,2,5,4,NA,emot,Neutral
08,7530,44,3,5,4,NA,emot,Neutral
08,2377,45,3,5,5,NA,emot,Neutral
08,9405,46,3,1,9,NA,emot,Negative
08,7205,47,3,5,5,NA,emot,Neutral
08,7025,48,3,5,5,NA,emot,Neutral
08,3103,49,3,3,7,NA,emot,Negative
08,7000,50,3,5,6,NA,emot,Neutral
08,1300,51,3,2,8,NA,emot,Negative
08,9040,52,3,1,9,NA,emot,Negative
08,9187,53,3,2,8,NA,emot,Negative
08,2981,54,3,1,9,NA,emot,Negative
08,9043,55,3,2,8,NA,emot,Negative
08,2511,56,3,3,5,NA,emot,Neutral
08,6561,57,3,4,5,NA,emot,Negative
08,8312,58,3,5,5,NA,emot,Neutral
08,2514,59,3,5,4,NA,emot,Neutral
08,3060,60,3,1,9,NA,emot,Negative
08,9410,61,3,1,9,NA,emot,Negative
08,5250,62,3,3,7,NA,emot,Neutral
08,7026,63,3,5,5,NA,emot,Neutral
08,5900,64,NA,4,6,NA,emot,Neutral
08,7595,65,NA,4,6,NA,emot,Neutral
08,8465,66,NA,7,3,NA,emot,Neutral
09,7595,1,NA,5,5,NA,emot,Neutral
09,5900,2,NA,7,3,NA,emot,Neutral
09,8465,3,NA,7,2,NA,emot,Neutral
09,3103,4,1,3,8,NA,emot,Negative
09,9040,5,1,1,8,NA,emot,Negative
09,9405,6,1,3,7,NA,emot,Negative
09,3060,7,1,3,8,NA,emot,Negative
09,9187,8,1,1,9,NA,emot,Negative
09,8312,9,1,5,5,NA,emot,Neutral
09,6561,10,1,6,5,NA,emot,Negative
09,2981,11,1,1,9,NA,emot,Negative
09,7000,12,1,5,5,NA,emot,Neutral
09,7026,13,1,5,2,NA,emot,Neutral
09,2377,14,1,3,6,NA,emot,Neutral
09,9043,15,1,7,7,NA,emot,Negative
09,9410,16,1,1,9,NA,emot,Negative
09,7205,17,1,5,2,NA,emot,Neutral
09,7025,18,1,5,2,NA,emot,Neutral
09,7530,19,1,6,4,NA,emot,Neutral
09,1300,20,1,1,9,NA,emot,Negative
09,2511,21,1,7,3,NA,emot,Neutral
09,2514,22,1,8,3,NA,emot,Neutral
09,5250,23,1,8,1,NA,emot,Neutral
09,9187,24,2,5,1,NA,emot,Negative
09,7025,25,2,5,2,NA,emot,Neutral
09,3103,26,2,3,6,NA,emot,Negative
09,3060,27,2,3,7,NA,emot,Negative
09,7000,28,2,6,3,NA,emot,Neutral
09,7026,29,2,4,1,NA,emot,Neutral
09,9043,30,2,8,8,NA,emot,Negative
09,2981,31,2,1,9,NA,emot,Negative
09,6561,32,2,7,3,NA,emot,Negative
09,9040,33,2,2,7,NA,emot,Negative
09,5250,34,2,7,3,NA,emot,Neutral
09,2511,35,2,5,1,NA,emot,Neutral
09,2377,36,2,4,1,NA,emot,Neutral
09,8312,37,2,5,1,NA,emot,Neutral
09,7530,38,2,6,3,NA,emot,Neutral
09,9410,39,2,1,8,NA,emot,Negative
09,7205,40,2,1,1,NA,emot,Neutral
09,2514,41,2,6,4,NA,emot,Neutral
09,1300,42,2,1,9,NA,emot,Negative
09,9405,43,2,1,6,NA,emot,Negative
09,3103,44,3,3,6,NA,emot,Negative
09,7026,45,3,1,1,NA,emot,Neutral
09,2377,46,3,3,1,NA,emot,Neutral
09,1300,47,3,1,7,NA,emot,Negative
09,9405,48,3,4,6,NA,emot,Negative
09,5250,49,3,5,4,NA,emot,Neutral
09,8312,50,3,5,1,NA,emot,Neutral
09,9043,51,3,5,1,NA,emot,Negative
09,7000,52,3,7,4,NA,emot,Neutral
09,9187,53,3,1,8,NA,emot,Negative
09,3060,54,3,4,5,NA,emot,Negative
09,7025,55,3,5,1,NA,emot,Neutral
09,7530,56,3,6,2,NA,emot,Neutral
09,6561,57,3,5,1,NA,emot,Negative
09,9410,58,3,1,9,NA,emot,Negative
09,2511,59,3,6,2,NA,emot,Neutral
09,2981,60,3,1,9,NA,emot,Negative
09,2514,61,3,5,1,NA,emot,Neutral
09,9040,62,3,2,6,NA,emot,Negative
09,7205,63,3,1,1,NA,emot,Neutral
09,8465,64,NA,4,4,NA,emot,Neutral
09,5900,65,NA,6,2,NA,emot,Neutral
09,7595,66,NA,5,4,NA,emot,Neutral
10,8465,1,NA,8,3,NA,emot,Neutral
10,5900,2,NA,5,6,NA,emot,Neutral
10,7595,3,NA,5,6,NA,emot,Neutral
10,7175,4,1,4,3,NA,emot,Neutral
10,1201,5,1,2,6,NA,emot,Negative
10,9183,6,1,1,8,NA,emot,Negative
10,9253,7,1,1,9,NA,emot,Negative
10,2374,8,1,8,1,NA,emot,Neutral
10,9584,9,1,2,8,NA,emot,Negative
10,7185,10,1,5,4,NA,emot,Neutral
10,2102,11,1,7,5,NA,emot,Neutral
10,5390,12,1,8,3,NA,emot,Neutral
10,3350,13,1,3,6,NA,emot,Negative
10,6520,14,1,1,9,NA,emot,Negative
10,3022,15,1,3,7,NA,emot,Negative
10,5726,16,1,8,1,NA,emot,Neutral
10,1850,17,1,8,2,NA,emot,Neutral
10,2487,18,1,9,2,NA,emot,Neutral
10,2683,19,1,1,9,NA,emot,Negative
10,3063,20,1,1,9,NA,emot,Negative
10,2384,21,1,8,1,NA,emot,Neutral
10,9490,22,1,2,8,NA,emot,Negative
10,7165,23,1,7,3,NA,emot,Neutral
10,7185,24,2,5,3,NA,emot,Neutral
10,2683,25,2,1,9,NA,emot,Negative
10,7175,26,2,5,3,NA,emot,Neutral
10,9253,27,2,1,9,NA,emot,Negative
10,7165,28,2,7,3,NA,emot,Neutral
10,5726,29,2,8,1,NA,emot,Neutral
10,6520,30,2,1,9,NA,emot,Negative
10,3063,31,2,1,9,NA,emot,Negative
10,2102,32,2,6,3,NA,emot,Neutral
10,9584,33,2,4,7,NA,emot,Negative
10,9490,34,2,2,8,NA,emot,Negative
10,1201,35,2,2,7,NA,emot,Negative
10,2487,36,2,8,2,NA,emot,Neutral
10,1850,37,2,8,3,NA,emot,Neutral
10,9183,38,2,1,8,NA,emot,Negative
10,5390,39,2,9,2,NA,emot,Neutral
10,3022,40,2,4,7,NA,emot,Negative
10,2374,41,2,9,1,NA,emot,Neutral
10,2384,42,2,7,2,NA,emot,Neutral
10,3350,43,2,2,8,NA,emot,Negative
10,5390,44,3,9,2,NA,emot,Neutral
10,7185,45,3,5,3,NA,emot,Neutral
10,2384,46,3,7,3,NA,emot,Neutral
10,7165,47,3,7,3,NA,emot,Neutral
10,7175,48,3,5,3,NA,emot,Neutral
10,9183,49,3,2,8,NA,emot,Negative
10,2374,50,3,9,2,NA,emot,Neutral
10,9584,51,3,2,7,NA,emot,Negative
10,2102,52,3,8,3,NA,emot,Neutral
10,3022,53,3,4,7,NA,emot,Negative
10,2487,54,3,7,2,NA,emot,Neutral
10,5726,55,3,9,2,NA,emot,Neutral
10,9253,56,3,1,9,NA,emot,Negative
10,2683,57,3,1,9,NA,emot,Negative
10,1201,58,3,3,8,NA,emot,Negative
10,6520,59,3,1,9,NA,emot,Negative
10,1850,60,3,7,3,NA,emot,Neutral
10,3350,61,3,2,8,NA,emot,Negative
10,3063,62,3,1,9,NA,emot,Negative
10,9490,63,3,1,8,NA,emot,Negative
10,8465,64,NA,8,3,NA,emot,Neutral
10,7595,65,NA,4,5,NA,emot,Neutral
10,5900,66,NA,4,6,NA,emot,Neutral
11,8465,1,NA,9,1,NA,emot,Neutral
11,5900,2,NA,9,1,NA,emot,Neutral
11,7595,3,NA,9,1,NA,emot,Neutral
11,2511,4,1,9,1,NA,emot,Neutral
11,2377,5,1,9,1,NA,emot,Neutral
11,1300,6,1,4,6,NA,emot,Negative
11,2514,7,1,9,1,NA,emot,Neutral
11,3103,8,1,4,6,NA,emot,Negative
11,6561,9,1,4,7,NA,emot,Negative
11,7000,10,1,8,2,NA,emot,Neutral
11,7205,11,1,9,1,NA,emot,Neutral
11,9040,12,1,3,8,NA,emot,Negative
11,3060,13,1,4,6,NA,emot,Negative
11,2981,14,1,3,7,NA,emot,Negative
11,7026,15,1,9,1,NA,emot,Neutral
11,9410,16,1,1,8,NA,emot,Negative
11,5250,17,1,8,2,NA,emot,Neutral
11,7025,18,1,8,2,NA,emot,Neutral
11,8312,19,1,9,1,NA,emot,Neutral
11,9043,20,1,5,5,NA,emot,Negative
11,9405,21,1,3,7,NA,emot,Negative
11,9187,22,1,3,7,NA,emot,Negative
11,7530,23,1,9,1,NA,emot,Neutral
11,9410,24,2,3,8,NA,emot,Negative
11,9187,25,2,3,7,NA,emot,Negative
11,2981,26,2,3,7,NA,emot,Negative
11,7000,27,2,9,1,NA,emot,Neutral
11,7026,28,2,9,1,NA,emot,Neutral
11,5250,29,2,8,2,NA,emot,Neutral
11,2377,30,2,9,1,NA,emot,Neutral
11,6561,31,2,3,7,NA,emot,Negative
11,9043,32,2,5,5,NA,emot,Negative
11,7530,33,2,9,1,NA,emot,Neutral
11,8312,34,2,9,1,NA,emot,Neutral
11,9405,35,2,3,7,NA,emot,Negative
11,3060,36,2,3,7,NA,emot,Negative
11,9040,37,2,3,7,NA,emot,Negative
11,7205,38,2,9,1,NA,emot,Neutral
11,7025,39,2,9,1,NA,emot,Neutral
11,3103,40,2,3,7,NA,emot,Negative
11,2511,41,2,9,1,NA,emot,Neutral
11,1300,42,2,4,6,NA,emot,Negative
11,2514,43,2,9,1,NA,emot,Neutral
11,9405,44,3,3,7,NA,emot,Negative
11,9040,45,3,3,8,NA,emot,Negative
11,3103,46,3,3,7,NA,emot,Negative
11,7026,47,3,9,1,NA,emot,Neutral
11,9410,48,3,3,7,NA,emot,Negative
11,7025,49,3,9,1,NA,emot,Neutral
11,7530,50,3,9,1,NA,emot,Neutral
11,5250,51,3,9,1,NA,emot,Neutral
11,9043,52,3,7,3,NA,emot,Negative
11,7000,53,3,9,1,NA,emot,Neutral
11,6561,54,3,3,7,NA,emot,Negative
11,8312,55,3,9,1,NA,emot,Neutral
11,2514,56,3,9,1,NA,emot,Neutral
11,9187,57,3,3,7,NA,emot,Negative
11,1300,58,3,4,6,NA,emot,Negative
11,3060,59,3,3,7,NA,emot,Negative
11,2511,60,3,9,1,NA,emot,Neutral
11,2981,61,3,3,7,NA,emot,Negative
11,2377,62,3,9,1,NA,emot,Neutral
